tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,name,retweet_count,text,tweet_created,user_timezone
5.67805E+17,negative,1,Customer Service Issue,1,bernardfparsons,0,@TAA JT the issue is with missed connections early gate closings and zero concern from customer service,2/17/2015 13:57,Eastern Time (US & Canada)
5.67805E+17,negative,0.6714,Late Flight,0.6714,MatthewHendrian,0,"@TAA here I was thinking how I could say so many nice things after getting upgraded, but then you delayed my flight... It's ok!",2/17/2015 13:57,Mountain Time (US & Canada)
5.67805E+17,neutral,0.6801,,0,nickonken,0,@TAA Can you explain how it rewards us elite Premiere 1K members?,2/17/2015 13:55,Pacific Time (US & Canada)
5.67805E+17,neutral,0.6663,,,egspoony,0,@TAA for our birthdays my fiancé &amp; I want to travel Late Flight April. You're our fave airline but Frontier has this: http://t.co/uayWrr45as :-/,2/17/2015 13:55,Central Time (US & Canada)
5.67804E+17,neutral,1,,,bernardfparsons,0,@TAA I’m resending the confirmation code in a DM,2/17/2015 13:55,Eastern Time (US & Canada)
5.67804E+17,negative,1,Customer Service Issue,0.6432,bernardfparsons,0,@TAA I did DM the details back on 02/14 when this started with phone number to reach me no reply either online or by phone,2/17/2015 13:54,Eastern Time (US & Canada)
5.67803E+17,neutral,0.3666,,0,lanceklug,0,@TAA Airlines' CEO Jeff Smisek: Disloyal to Loyal Workers http://t.co/0cevY3P42b via @HuffPostBiz,2/17/2015 13:48,Pacific Time (US & Canada)
5.67803E+17,neutral,1,,,VisionRoij,0,"@TAA The guidelines say 10x9x17, my bag is 20x15.7x8.7, so it's a bit taller than the guidelines. Is that gonna be a problem?",2/17/2015 13:48,Amsterdam
5.67803E+17,positive,0.6479,,0,antoniocosta64,0,@TAA thank you! I wish the lady in Little Rock had told me that in the morning when I asked her,2/17/2015 13:47,
5.67803E+17,negative,1,Lost Luggage,1,mac8315,0,@TAA no claim number. Haven't been back to iAd baggage since. Is there a phone I can call to speak to someone?,2/17/2015 13:47,Eastern Time (US & Canada)
5.67802E+17,neutral,1,,,michaelvandijk1,0,"@TAA do you think there Will problems at Newark, NJ on Saturday due to expected snow?",2/17/2015 13:45,Amsterdam
5.67802E+17,neutral,1,,,MoonSetGallery,0,@TAA Got it.  I am following the United page.,2/17/2015 13:45,Eastern Time (US & Canada)
5.67802E+17,positive,0.6531,,0,thesuesaga,0,"@TAA Thank you for the speedy response! I figured it may be something of that nature. You guys and your ""fine print,"" haha",2/17/2015 13:43,
5.67801E+17,negative,1,Customer Service Issue,0.6559,boombaby55,0,@TAA worst service ever 😈,2/17/2015 13:42,
5.67801E+17,negative,1,Customer Service Issue,1,VettedShopper,0,@TAA thanks for your attention. I would actually like to make a specific complaint about customer service at DCA. What is my best option?,2/17/2015 13:41,Eastern Time (US & Canada)
5.67801E+17,negative,1,Can't Tell,0.6542,judaline6,0,@TAA can't believe United can't find someone to just simply check a seat back for a missing passport. Loved United but debating choice,2/17/2015 13:40,Quito
5.678E+17,negative,1,Can't Tell,0.6406,barneykelley,1,@TAA I am furious.  You're firm is a disgrace. Despite all our efforts you did zero to protect our daughter. All alone at night # United,2/17/2015 13:37,
5.67799E+17,positive,1,,,Unocrew224,0,@TAA holy high speed internet batman!  Speeds at United Club at IAD are insanely fast!  Thanks,2/17/2015 13:31,Eastern Time (US & Canada)
5.67798E+17,negative,1,Flight Booking Problems,1,Kustomers1st,1,@TAA Your website Flight Booking Problems experience is an obnoxious upsell-laden disaster for anyone with half a brain.,2/17/2015 13:30,Pacific Time (US & Canada)
5.67798E+17,neutral,0.6767,,0,mosesfreund,0,@TAA  @MrAndyEp like 2 weeks after my flight!?!? Creative!,2/17/2015 13:29,
5.67798E+17,negative,1,Late Flight,0.6998,Raretturner,0,@TAA Flt 4487 is having some MAJOR delays bc ground crew was so SLOW. The flight crew has been terrific. Been 2 hours on the ground..😡...,2/17/2015 13:29,Eastern Time (US & Canada)
5.67797E+17,negative,1,Late Flight,0.667,sslluvsbooks,0,"@TAA sorry, I hate united. i won't get to see my family until Thursday",2/17/2015 13:27,Eastern Time (US & Canada)
5.67797E+17,positive,1,,,KCousineau09,0,@TAA Thanks for the timely service &amp; great staff getting my wife and me to and from Cancun this past week for our honeymoon.,2/17/2015 13:26,Central Time (US & Canada)
5.67797E+17,positive,0.6635,,0,CWWMUK,0,"@TAA done just now, thanks.",2/17/2015 13:23,
5.67796E+17,neutral,1,,,ColtSTaylor,0,@TAA Currently on standby to Lax then it is a 2 hour ride to Palm Springs. Long day starting at a snowy 3:30 am in philly.,2/17/2015 13:22,
5.67795E+17,negative,1,Customer Service Issue,1,k8slo,0,"@TAA Your customer service for Mileage Plus customers is a disgrace. I just spent 45 min on the phone to reset a pin number, with no luck",2/17/2015 13:16,Eastern Time (US & Canada)
5.67795E+17,neutral,0.6464,,0,MelodyKho,0,"@TAA No, I do not. I was only given a Flight Booking Problems reference number.",2/17/2015 13:15,Quito
5.67794E+17,negative,1,Can't Tell,0.645,nickonken,1,@TAA All these changes. Way to stick it to your Premiere 1K loyal customers. Why make things harder for those that loyal to you?,2/17/2015 13:13,Pacific Time (US & Canada)
5.67794E+17,negative,1,Late Flight,1,HamiltonSarah,0,"@TAA thanks for the offer, but I finally made it to my destination, albeit hours Late Flight.",2/17/2015 13:12,Central Time (US & Canada)
5.67793E+17,negative,1,Cancelled Flight,0.6598,SurveysOnTheGo,0,@TAA Airlines Cancelled Flights OC FLL #flight today. $700 to switch. No notice no apology. We are done flying #UnitedAirlines.,2/17/2015 13:11,Pacific Time (US & Canada)
5.67793E+17,neutral,1,,,RobPapa1,0,@TAA can you send me another confirmation email?,2/17/2015 13:11,Atlantic Time (Canada)
5.67793E+17,negative,1,Can't Tell,0.3333,ferriertv,0,@TAA it would be super if you paid as much attention to actual fliers as you do to credit card holders.,2/17/2015 13:09,Mountain Time (US & Canada)
5.67792E+17,negative,1,Late Flight,0.6594,LizGaskins,0,@TAA I travel a lot and I get it. You're still my fave but EWR to Cleveland w/40 min layover to connect to DC = our best option? Come on.,2/17/2015 13:07,Eastern Time (US & Canada)
5.67792E+17,negative,1,Lost Luggage,1,antoniocosta64,0,"@TAA 3pm and my bags still not here. not even a courtesy toiletries kit. not the flight experience I was expecting, very disappointed.",2/17/2015 13:04,
5.67791E+17,negative,1,Cancelled Flight,1,27_POWERS,0,@TAA Airlines Cancelled Flights OC FLL #flight today. $700 to switch. No notice no apology. Done flying #UnitedAirlines.,2/17/2015 13:03,Pacific Time (US & Canada)
5.67791E+17,neutral,0.6957,,,VisionRoij,0,"@TAA sorry, wrong link for the bag : http://t.co/pZAl4wtrEZ Thats the one i meant",2/17/2015 13:01,Amsterdam
5.67791E+17,negative,1,Bad Flight,0.6296,mattman1964,0,"@TAA flight 86 LAX-IAD, back rows NOT CLEANED prior to boarding. How gross is that to find used tissues in your seat?  Please.",2/17/2015 13:01,Eastern Time (US & Canada)
5.67791E+17,positive,1,,,Jamie_Fisher886,0,@TAA thank you! 😊,2/17/2015 13:01,London
5.6779E+17,neutral,0.6523,,0,Tony_Ciccolella,0,"@TAA take a lesson from @TAA , they know how to treat customers!",2/17/2015 12:58,Pacific Time (US & Canada)
5.6779E+17,negative,1,Customer Service Issue,1,Tony_Ciccolella,0,@TAA plus you horrible seating and poor customer service everywhere I've flown. now you take away the mileage program..horrible,2/17/2015 12:58,Pacific Time (US & Canada)
5.6779E+17,negative,1,Customer Service Issue,1,Tony_Ciccolella,0,@TAA you'd learn if you listen to your customers...you do want you want...@TAA asks their customer what they want,2/17/2015 12:57,Pacific Time (US & Canada)
5.67789E+17,negative,1,Customer Service Issue,1,danahajek,0,@TAA customer service 👎,2/17/2015 12:55,Central Time (US & Canada)
5.67789E+17,negative,1,Customer Service Issue,0.6544,barneykelley,0,@TAA Priceless. United stranded my daughter at O'Hare. United did zero to keep her safe.....alone on a plastic chair for 9h! # United Air,2/17/2015 12:55,
5.67789E+17,neutral,1,,,MelodyKho,0,"@TAA Hi again, any updates here?",2/17/2015 12:53,Quito
5.67788E+17,neutral,1,,,VisionRoij,0,@TAA Could you tell me if this bag would be accepted as a personal item ? Can i bring one carry-on bag plus this? http://t.co/U390cZpLHl,2/17/2015 12:51,Amsterdam
5.67788E+17,negative,1,Cancelled Flight,1,DC_Geoff,0,@TAA 3359 which you finally Cancelled Flightled.,2/17/2015 12:51,Atlantic Time (Canada)
5.67787E+17,negative,0.6667,Customer Service Issue,0.3542,NozzeOro,0,.@TAA what link? Those are all the email offers u sent me in a year to buy/transfer miles.The last 1 just expired http://t.co/ZZPs5ywVE2,2/17/2015 12:46,Rome
5.67787E+17,negative,1,Late Flight,1,applecor2,0,@TAA thanks finally made it.. Missed meetings but what can I do now?,2/17/2015 12:44,Mountain Time (US & Canada)
5.67786E+17,negative,1,Late Flight,1,sslluvsbooks,0,@TAA Our flight was originally supposed to leave at 1:40pm &amp; now we won't leave until 5. This is the 2nd time this has happened,2/17/2015 12:43,Eastern Time (US & Canada)
5.67786E+17,negative,1,Lost Luggage,1,rizolltizide,0,"@TAA Supposedly, they're out for delivery. I'll believe it when I see it.",2/17/2015 12:42,Eastern Time (US & Canada)
5.67786E+17,negative,0.6641,Customer Service Issue,0.6641,Maslowchild,0,"@TAA Thank you. Yes, I was hoping to speak with someone directly, but appreciate the link nonetheless. :)",2/17/2015 12:42,Alaska
5.67783E+17,positive,0.6571,,0,triathlete06,0,@TAA Sure did! Only waited about 15min. Yay!,2/17/2015 12:29,Seoul
5.67782E+17,negative,1,Lost Luggage,1,MeaganKristenC,0,"@TAA Hi JH, my experience with United has been entirely disgusting but yes, I'd like assistance in getting compensated for my bag.",2/17/2015 12:27,Atlantic Time (Canada)
5.67782E+17,positive,1,,,jaypedde,0,@TAA took this picture on Thursday. #awesome http://t.co/IVGpZSjtkW,2/17/2015 12:25,
5.67781E+17,negative,0.6544,Customer Service Issue,0.6544,Vinobuddha,0,@TAA probably wouldn't be doing it had someone returned my call or email. Case number 8273993,2/17/2015 12:23,
5.67781E+17,negative,1,Can't Tell,0.3423,joebarti,0,"@TAA I can't even fit my name on the first two lines, yes... Please do pass on feedback. This is a big downgrade from previous years.",2/17/2015 12:21,Amsterdam
5.6778E+17,positive,0.663,,,NozzeOro,0,Is expiring the @TAA offer to buy or transfer #United #MileagePlus miles with discount? Many offers during a year http://t.co/6tz6imqZlG,2/17/2015 12:19,Rome
5.67779E+17,negative,1,Cancelled Flight,0.6684,shaneadambecker,0,"@TAA no, it was 2 flight Cancelled Flightlations (one due to weather, one mechanical) paid own hotel, bag held in transfer. No voucher/compensation",2/17/2015 12:12,Atlantic Time (Canada)
5.67779E+17,negative,1,Cancelled Flight,0.6786,mlipschits,0,@TAA i got email that my reservations got Cancelled Flightled and i will be refunded.  Nothing got refunded as of yet,2/17/2015 12:12,
5.67778E+17,negative,1,Cancelled Flight,1,realmikesmith,0,@TAA So what do you offer now that my flight was Cancelled Flighted and I'm stranded away from home and work?,2/17/2015 12:10,Eastern Time (US & Canada)
5.67775E+17,negative,1,Can't Tell,1,madmcferrin,0,@TAA you are really trying me today.,2/17/2015 11:59,Quito
5.67775E+17,positive,0.6522,,,ColtSTaylor,0,@TAA looks like I'm settled in to where I'm going.  Thx.,2/17/2015 11:59,
5.67775E+17,neutral,0.6598,,0,thodge77,0,@TAA flt 4567 has had two more updates in the last 3 minutes.,2/17/2015 11:58,Central Time (US & Canada)
5.67774E+17,negative,1,Customer Service Issue,0.6882,kristofurmac,0,@TAA no they were to busy taking to each other and I needed to get to an audition.,2/17/2015 11:55,
5.67774E+17,neutral,1,,,mac8315,0,@TAA was never given one,2/17/2015 11:52,Eastern Time (US & Canada)
5.67774E+17,negative,1,Customer Service Issue,0.7007,bernardfparsons,0,@TAA quick response offering assistance but lack of follow through - not really the service I was expecting,2/17/2015 11:52,Eastern Time (US & Canada)
5.67773E+17,negative,1,Late Flight,0.6652,DC_Geoff,1,@TAA Stuck in IAD going on 6 hours waiting for a ferry flight from Nashville that u can't tell when it will arrive?!! Ridiculous!!,2/17/2015 11:49,Atlantic Time (Canada)
5.67771E+17,negative,1,Flight Attendant Complaints,0.6789,thodge77,0,"@TAA flt 4567 no gate agent, no announcements. So unprofessional. Time to go back to @TAA",2/17/2015 11:42,Central Time (US & Canada)
5.67771E+17,positive,1,,,RWMann,0,"@TAA Thanks, ^KP. Please also mention the Quiche breakfast and Tandoori chicken dinner entrees and accompaniments are truly First Class.",2/17/2015 11:42,Eastern Time (US & Canada)
5.67771E+17,negative,1,Late Flight,1,thodge77,0,@TAA flt. 4567 departure time has changed five times in the last 20 minutes. Why don't you figure out a solution and announce once?,2/17/2015 11:41,Central Time (US & Canada)
5.6777E+17,negative,1,Lost Luggage,1,raedenez,0,@TAA bags are still in Houston since Friday and still have not been reimbursed the baggage fee.,2/17/2015 11:37,
5.67768E+17,negative,0.6533,Lost Luggage,0.6533,rizolltizide,0,@TAA who can tell me where they are?,2/17/2015 11:30,Eastern Time (US & Canada)
5.67768E+17,negative,1,Cancelled Flight,1,thodge77,0,"@TAA flight 4567 have already been Cancelled Flightled once, been trying to get home two days. Staff being very unhelpful.",2/17/2015 11:30,Central Time (US & Canada)
5.67768E+17,negative,1,Flight Attendant Complaints,1,DGomezPearlberg,1,@TAA each flight is worse than last! flight attendants don't even know whether the plane is equipped with power outlets at the seats!,2/17/2015 11:29,Eastern Time (US & Canada)
5.67768E+17,negative,0.6691,Flight Attendant Complaints,0.3523,thodge77,0,@TAA flight 4567 agent now wandered off. Pilots came out looking for her. Went to charge her personal phone which she'd been txting on,2/17/2015 11:29,Central Time (US & Canada)
5.67767E+17,negative,1,Flight Attendant Complaints,1,thodge77,0,@TAA waiting for flight 4567 to memphis. Incredibly rude gate agent waited until after departure time to announce delay. (1 of 2) #rude,2/17/2015 11:28,Central Time (US & Canada)
5.67767E+17,negative,0.6703,Flight Booking Problems,0.3626,TexanHollie,0,@TAA I don't see how I need to spend an extra $100 bc of ur equipment failure.,2/17/2015 11:27,Central Time (US & Canada)
5.67767E+17,negative,1,Flight Booking Problems,0.3571,TexanHollie,0,@TAA I don't need to make any changes. I reserved my seats when I bought my tickets and there was an error &amp; now there are no comp seats,2/17/2015 11:27,Central Time (US & Canada)
5.67767E+17,negative,1,Bad Flight,0.6481,DGomezPearlberg,1,@TAA its 2015 and no power outlets at the seats on a 6 hour flight to California? Seriously? This is why airlines are failing!! Pathetic!,2/17/2015 11:27,Eastern Time (US & Canada)
5.67767E+17,negative,0.6633,Late Flight,0.6633,jmacie3,0,@TAA thanks kp but luckily my transfer has maintenance issues and is still delayed so I didn't miss my transfer...,2/17/2015 11:26,
5.67767E+17,neutral,0.6596,,0,CWWMUK,0,"@TAA No, not received any e-mails in either Inbox or junk/spam",2/17/2015 11:24,
5.67766E+17,negative,0.65,Customer Service Issue,0.65,MBinMD,0,@TAA - could you please send me a phone # to the refunds department?  We have submitted our claim through email without success.,2/17/2015 11:23,Eastern Time (US & Canada)
5.67766E+17,negative,1,Late Flight,0.7139,conlach,0,"@TAA I'm not this person, but I've been sitting in Denver for three hours and all I want to do is get on a plane. Please let me go home.",2/17/2015 11:23,Central Time (US & Canada)
5.67766E+17,negative,1,Late Flight,0.6489,jupiterjpr,0,@TAA  flight 441 on 2/4 was delayed over three hours because the pilot never showed up!,2/17/2015 11:21,
5.67766E+17,negative,0.6526,Late Flight,0.3579,AndrewBarco1,0,@TAA I just need to get to RIC tonight. I've been in EWR for 24hrs now.,2/17/2015 11:20,Eastern Time (US & Canada)
5.67765E+17,negative,1,Can't Tell,0.7077,elliotg9,0,@TAA which is why my next flights to Miami will be on another airline.,2/17/2015 11:19,
5.67764E+17,negative,1,Customer Service Issue,0.3516,catmaxed,0,@TAA It is super frustrating that the folks at the United Ticket Counter in Pittsburg aren't honoring their own Media Rate! #unitedfail,2/17/2015 11:15,Pacific Time (US & Canada)
5.67764E+17,negative,1,Lost Luggage,0.6901,joelraronoff,0,@TAA 45 minutes after arrival and no bags for most people. UA469 from den to ewr. How long should we wait until a ual rep comes here?,2/17/2015 11:12,Mountain Time (US & Canada)
5.67762E+17,neutral,0.6906,,0,thesuesaga,0,@TAA What is the policy behind changing passengers' seating assignments at the gate?,2/17/2015 11:05,
5.67761E+17,negative,1,Customer Service Issue,0.6806,SSest72,0,@TAA with Karen and found her unhelpful and rude  called United at the time &amp; told she could board but Karen would not accept,2/17/2015 11:04,
5.67761E+17,negative,1,Flight Attendant Complaints,0.6404,SSest72,0,"@TAA she has crossed 4 prior times with other carriers and no issue. Karen was rude, untrained and unhelpful I also spoke",2/17/2015 11:03,
5.67761E+17,negative,0.6642,Can't Tell,0.3494,SSest72,0,"@TAA nexus confirmed that at any crossing via air, car or boat she can travel with only Nexus.",2/17/2015 11:02,
5.67761E+17,negative,1,Customer Service Issue,0.6701,SSest72,0,@TAA 2 employee yelled at her. 3 employee stood with others whispering and pointing at her from behind counter,2/17/2015 11:02,
5.67761E+17,negative,1,Flight Attendant Complaints,0.3437,SSest72,0,@TAA 1 refused boarding with Nexus. nexus confirmed she should not be refused,2/17/2015 11:01,
5.6776E+17,positive,1,,,sarahrib,0,"@TAA on a good note, the 2 employees I encountered @ Newark were fabulous. I was very Late Flight for my connecting flight and they got me on!!!",2/17/2015 10:58,Quito
5.67759E+17,negative,1,Lost Luggage,1,ms06883,0,@TAA u lost my bag and would not refund my bag fee? Does that make sense to you? And yes I already called cust svc. They said no.,2/17/2015 10:54,
5.67758E+17,negative,1,Bad Flight,0.6524,alecearush,0,@TAA yall tried it with this little bitty plane flying out of boston!! I hate little planes!!!,2/17/2015 10:52,
5.67757E+17,positive,0.6697,,0,pbralick,0,"@TAA doing a good thing, holding flight for a few for 11 peeps on Late Flight connecting flight. We'll still make destination on time",2/17/2015 10:45,Mountain Time (US & Canada)
5.67757E+17,neutral,1,,,andtheretheygo,0,@TAA Q: Just purchased ticket to #Hawaii for trip in Late Flight-March. Does this mean we will acquire miles based on price or distance flown?,2/17/2015 10:45,
5.67754E+17,positive,0.6526,,,swampynomo,0,@TAA stay warm - I will be passing through Chicago next week,2/17/2015 10:35,Eastern Time (US & Canada)
5.67754E+17,negative,1,Customer Service Issue,0.6725,rjewry,1,@TAA the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.,2/17/2015 10:35,
5.67753E+17,negative,1,Late Flight,0.6667,fshubert,0,@TAA @NY_NJairports Only at Newark can you land 15 minutes early but lose all that time waiting on tarmac for a gate.,2/17/2015 10:28,Eastern Time (US & Canada)
5.67752E+17,negative,1,Flight Booking Problems,0.3429,courtneymjay,0,@TAA giving up on your direct flight from IAH to Honolulu. 3rd attempt in 3 years - 3rd delay.  $7 meal voucher. Wow. Customer service!,2/17/2015 10:28,Atlantic Time (Canada)
5.6775E+17,neutral,0.6566,,0,rdahlstrom99,0,"@TAA just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl",2/17/2015 10:20,
5.67749E+17,negative,1,Lost Luggage,0.6716,jholowka,0,@TAA Nearly 48 hours Late Flightr and still no idea where it is. I will never fly United again if I can help it.,2/17/2015 10:14,Eastern Time (US & Canada)
5.67749E+17,negative,1,Bad Flight,1,fshubert,0,@TAA 1591 had wi-fi broken on plane. Had same outage on 1618 on Friday. How can Southwest get it right on every plane but United can't?,2/17/2015 10:14,Eastern Time (US & Canada)
5.67749E+17,positive,0.6792,,,RWMann,0,@TAA WiFi onboard 737-800 far superior in pricing and performance (user-perceived bandwidth and Late Flightncy) to recent @GoGo experiences.,2/17/2015 10:14,Eastern Time (US & Canada)
5.67749E+17,negative,1,Late Flight,1,MsDMichelle,0,@TAA Second day &amp; attempt trying to leave IAD &amp; I'm on another plane delayed for mechanical issues. Over an hour delayed!,2/17/2015 10:13,Eastern Time (US & Canada)
5.67748E+17,neutral,0.6452,,0,MoonSetGallery,0,@TAA Is there a direct number to call to request a refund?  Its telling me its not valid as I changed the ticket.  No number on site,2/17/2015 10:09,Eastern Time (US & Canada)
5.67747E+17,negative,1,Late Flight,1,TuraPeter,0,@TAA when is my plane coming?  Been delayed for almost 7 hours. No plane.,2/17/2015 10:06,
5.67747E+17,negative,1,Bad Flight,1,tcfitz3,0,@TAA Not fast enough.  No excuse for service between big hubs to have such outdated craft. Southwest has wifi. This is awful.,2/17/2015 10:04,Central Time (US & Canada)
5.67747E+17,positive,1,,,MaryStinchfield,0,@TAA thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!,2/17/2015 10:04,
5.67745E+17,negative,1,Late Flight,1,JenSpnSuperstar,0,@TAA my mother's flight was delayed from phl-ord. We're on our way to NRT and the gate refused to upgrade. A platinum.  Blegh,2/17/2015 10:00,Central Time (US & Canada)
5.67745E+17,negative,1,Late Flight,0.7055,rfogarty41,0,@TAA is Late Flight again.  Everyone braved the weather and 40 passengers are waiting for a flight crew.  Really!,2/17/2015 9:59,
5.67745E+17,negative,1,Lost Luggage,1,jrrodrig57,0,@TAA Miserable trip ... lost bag Sat... found Mon... lost again... shipping 2nd day ground Tues... might have it for return flight home,2/17/2015 9:58,
5.67745E+17,negative,1,Customer Service Issue,0.6854,elliotg9,0,@TAA spending the afternoon @ Mia. Not your fault.  No lounge? Very inconvenient.,2/17/2015 9:58,
5.67745E+17,negative,1,Customer Service Issue,1,mosesfreund,0,@TAA costumer service sucks! Waiting for a week for a response,2/17/2015 9:58,
5.67745E+17,neutral,1,,,aries83861,0,"@TAA Is there a way to get  a copy of Feb's edition of Hemisphere
magazine with out flying?",2/17/2015 9:57,
5.67743E+17,negative,0.6756,Flight Booking Problems,0.6756,ColtSTaylor,0,@TAA I somehow think I'm going to be stuck paying for a hotel room in Denver without winter clothes on my dime.  I guess we'll see.,2/17/2015 9:51,
5.67743E+17,neutral,0.6756,,0,rakerr,0,"@TAA I normally ask people to put on headphones...but not toddlers. Maybe planes should have a ""kid"" section (near the back) ;)",2/17/2015 9:50,Mountain Time (US & Canada)
5.67743E+17,negative,0.6581,Customer Service Issue,0.6581,ColtSTaylor,0,@TAA of course I need help.  I've been DMing you ladies and gents all day. Your only solution is hope for the best and LAX.,2/17/2015 9:48,
5.67742E+17,neutral,0.6752,,0,MelodyKho,0,@TAA Confirmation number: NJV4BP - All I need is email confirmation of flight from NYC - SFO Feb 4,2/17/2015 9:47,Quito
5.67742E+17,neutral,1,,,BlueOceanTweets,1,@TAA Is Changing Its #MileagePlus Program: Winners and Losers http://t.co/38OTLzAK5d #airline #travel #loyalty #rewards,2/17/2015 9:45,Atlantic Time (Canada)
5.67742E+17,positive,0.6632,,0,brenttaylor,0,@TAA Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation. big ups http://t.co/TK3aOpdtSQ,2/17/2015 9:45,Central Time (US & Canada)
5.6774E+17,neutral,0.6872,,,Trizzy412,0,@TAA thank you!!!!! And next flight to Durango then driving to Farmington New Mexico for work! But hitting the slopes in Durango!,2/17/2015 9:39,Eastern Time (US & Canada)
5.67739E+17,negative,1,Customer Service Issue,0.3654,ljsbrooks,0,"@TAA I was denied use of a rear facing car seat on UA5025, an ERJ145. Can you confirm the actual policy?",2/17/2015 9:36,
5.67739E+17,negative,1,Late Flight,0.7206,Aeisinger,0,"@TAA you better hold my flight to Tucson #5237, just landed in Houston after an hour delay for some minor computer problem",2/17/2015 9:35,Mountain Time (US & Canada)
5.67738E+17,neutral,0.6631,,0,rajuchinthala,0,Thx! Stand by! “@TAA: @rajuchinthala I know it's frustrating and I do appreciate your patience while we try to get you on your way. ^JH”,2/17/2015 9:31,Eastern Time (US & Canada)
5.67738E+17,neutral,0.6637,,0,stephbahnie,0,"@TAA roundtrip tickets to NJ are DRAMATICALLY cheaper through Virgin, pretty pricey via United. Can you match them?",2/17/2015 9:31,Pacific Time (US & Canada)
5.67737E+17,negative,1,Damaged Luggage,1,mac8315,0,"@TAA dropped off a luggage at IAD over 2 months ago for repair from damages haven't heard anything about it since, when do I get it back?",2/17/2015 9:25,Eastern Time (US & Canada)
5.67737E+17,neutral,0.6806,,,BhutanOrient,0,@TAA that's what I thought! Thanks for the clarification!,2/17/2015 9:25,Pacific Time (US & Canada)
5.67736E+17,negative,1,Cancelled Flight,1,AndrewBarco1,0,@TAA feck guys. Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations!!!,2/17/2015 9:23,Eastern Time (US & Canada)
5.67736E+17,neutral,0.6577,,,BhutanOrient,0,"@TAA + UA has been rolling out improvements too, we think. Hoping they'll catch up soon? Meantime, ANA is our preference!",2/17/2015 9:21,Pacific Time (US & Canada)
5.67735E+17,positive,1,,,BhutanOrient,0,"@TAA @FlyANA_official pleasantly surprised to find ANA has made major upgrades on their transpacific route in flights, planes and service",2/17/2015 9:19,Pacific Time (US & Canada)
5.67735E+17,negative,1,Cancelled Flight,1,shannonhannon,0,@TAA Step 1: Cancelled Flight flight. Step 2: Don't notify customer. Step 3: Charge them for food while they try to survive their wait. Brilliant.,2/17/2015 9:18,
5.67735E+17,neutral,1,,,mosesfreund,0,@TAA i need my confirmation number! Can you give it to me?,2/17/2015 9:18,
5.67735E+17,negative,1,Can't Tell,1,BhutanOrient,0,"@TAA + besides, no small degree of self-interest. We take that route several times a year &amp; would hate to be in that situation.",2/17/2015 9:17,Pacific Time (US & Canada)
5.67734E+17,negative,1,Cancelled Flight,0.6875,SeanHerwaldt,0,.@TAA we rebooked. But @casleah and I had to split up and take different flights because a pilot ran out of hours? Frustrating.,2/17/2015 9:15,Central Time (US & Canada)
5.67734E+17,positive,0.7097,,0,BhutanOrient,0,"@TAA no worries about the tweets. We all should do what we can to make sure we, as in your tag line, ""Fly the Friendly Skies.""",2/17/2015 9:13,Pacific Time (US & Canada)
5.67733E+17,positive,1,,,jsumiyasu,0,@TAA @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!,2/17/2015 9:12,Pacific Time (US & Canada)
5.67733E+17,positive,1,,,ClaudiaStClair,0,@TAA I appreciate the follow up.,2/17/2015 9:11,Mountain Time (US & Canada)
5.67732E+17,negative,1,Flight Attendant Complaints,1,BhutanOrient,0,@TAA + that's the gist of what the flight attendant told her.,2/17/2015 9:09,Pacific Time (US & Canada)
5.67732E+17,negative,1,Flight Attendant Complaints,0.7033,BhutanOrient,0,@TAA BTW is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation? +,2/17/2015 9:08,Pacific Time (US & Canada)
5.67732E+17,negative,1,Flight Attendant Complaints,0.6812,BhutanOrient,0,"@TAA +what took me aback was the response by the flight attendant, who put the responsibility squarely back on passenger's shoulders. +",2/17/2015 9:06,Pacific Time (US & Canada)
5.67732E+17,negative,1,Customer Service Issue,0.3463,MiKasuga,0,@TAA No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business.,2/17/2015 9:06,Eastern Time (US & Canada)
5.67731E+17,negative,1,Late Flight,0.6806,applecor2,0,@TAA sat at airport for 5 hrs still sitting at gate..  Sigh,2/17/2015 9:05,Mountain Time (US & Canada)
5.67731E+17,neutral,0.6995,,0,BhutanOrient,0,@TAA actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation.,2/17/2015 9:03,Pacific Time (US & Canada)
5.6773E+17,negative,1,Late Flight,0.3487,CanadianCowgirl,0,@TAA Gold Star for united- change my flight- miss all connections- but can't accommodate me until a MUCH Late Flightr arrival time-Not HAPPY!,2/17/2015 9:01,Eastern Time (US & Canada)
5.6773E+17,negative,0.3456,Can't Tell,0.3456,meracross,0,"@TAA's first-class #cockup
http://t.co/oh7CFv7DHR",2/17/2015 9:00,Pacific Time (US & Canada)
5.6773E+17,neutral,0.6919,,0,napsareforkids,0,@TAA all day travel. #swag #ijustwanttosleep,2/17/2015 8:59,
